time,value
2013-05-03 18:15:00+00:00,1.084
2013-05-03 18:20:00+00:00,1.108
2013-05-03 18:25:00+00:00,1.037
2013-05-03 18:30:00+00:00,1.087
2013-05-03 18:35:00+00:00,1.09
2013-05-03 18:40:00+00:00,1.036
2013-05-03 18:45:00+00:00,1.045
2013-05-03 18:50:00+00:00,1.111
2013-05-03 18:55:00+00:00,1.07
2013-05-03 19:00:00+00:00,1.031
2013-05-03 19:05:00+00:00,1.026
2013-05-03 19:10:00+00:00,1.023
2013-05-03 19:15:00+00:00,1.002
2013-05-03 19:20:00+00:00,1.035
2013-05-03 19:25:00+00:00,1.092
2013-05-03 19:30:00+00:00,1.068
2013-05-03 19:35:00+00:00,1.104
2013-05-03 19:40:00+00:00,1.086
2013-05-03 19:45:00+00:00,1.044
2013-05-03 19:50:00+00:00,1.053
2013-05-03 19:55:00+00:00,1.08
2013-05-03 20:00:00+00:00,1.04
2013-05-03 20:05:00+00:00,1.04
2013-05-03 20:10:00+00:00,1.127
2013-05-03 20:15:00+00:00,1.116
2013-05-03 20:20:00+00:00,1.076
2013-05-03 20:25:00+00:00,0.98
2013-05-03 20:30:00+00:00,1.009
2013-05-03 20:35:00+00:00,1.064
2013-05-03 20:40:00+00:00,1.09
2013-05-03 20:45:00+00:00,1.062
2013-05-03 20:50:00+00:00,1.072
2013-05-03 20:55:00+00:00,1.076
2013-05-03 21:00:00+00:00,1.053
2013-05-03 21:05:00+00:00,1.053
2013-05-03 21:10:00+00:00,1.059
2013-05-03 21:15:00+00:00,1.071
2013-05-03 21:20:00+00:00,1.035
2013-05-03 21:25:00+00:00,1.021
2013-05-03 21:30:00+00:00,1.026
2013-05-03 21:35:00+00:00,1.065
2013-05-03 21:40:00+00:00,0.979
2013-05-03 21:45:00+00:00,0.983
2013-05-03 21:50:00+00:00,0.97
2013-05-03 21:55:00+00:00,1.069
2013-05-03 22:00:00+00:00,1.029
2013-05-03 22:05:00+00:00,1.033
2013-05-03 22:10:00+00:00,1.013
2013-05-03 22:15:00+00:00,0.978
2013-05-03 22:20:00+00:00,1.086
2013-05-03 22:25:00+00:00,1.074
2013-05-03 22:30:00+00:00,1.019
2013-05-03 22:35:00+00:00,1.084
2013-05-03 22:40:00+00:00,1.084
2013-05-03 22:45:00+00:00,1.055
2013-05-03 22:50:00+00:00,1.025
2013-05-03 22:55:00+00:00,1.105
2013-05-03 23:00:00+00:00,1.044
2013-05-03 23:05:00+00:00,1.056
2013-05-03 23:10:00+00:00,1.008
2013-05-03 23:15:00+00:00,0.984
2013-05-03 23:20:00+00:00,1.001
2013-05-03 23:25:00+00:00,1.025
2013-05-03 23:30:00+00:00,1.009
2013-05-03 23:35:00+00:00,1.025
2013-05-03 23:40:00+00:00,1.091
2013-05-03 23:45:00+00:00,1.015
2013-05-03 23:50:00+00:00,0.978
2013-05-03 23:55:00+00:00,0.99
2013-05-04 00:00:00+00:00,1.002
2013-05-04 00:05:00+00:00,1.003
2013-05-04 00:10:00+00:00,1.006
2013-05-04 00:15:00+00:00,0.985
2013-05-04 00:20:00+00:00,0.968
2013-05-04 00:25:00+00:00,0.965
2013-05-04 00:30:00+00:00,0.988
2013-05-04 00:35:00+00:00,1.018
2013-05-04 00:40:00+00:00,0.914
2013-05-04 00:45:00+00:00,1.009
2013-05-04 00:50:00+00:00,0.992
2013-05-04 00:55:00+00:00,1.011
2013-05-04 01:00:00+00:00,0.943
2013-05-04 01:05:00+00:00,0.867
2013-05-04 01:10:00+00:00,0.924
2013-05-04 01:15:00+00:00,0.847
2013-05-04 01:20:00+00:00,0.89
2013-05-04 01:25:00+00:00,0.913
2013-05-04 01:30:00+00:00,0.922
2013-05-04 01:35:00+00:00,0.923
2013-05-04 01:40:00+00:00,0.905
2013-05-04 01:45:00+00:00,0.824
2013-05-04 01:50:00+00:00,0.874
2013-05-04 01:55:00+00:00,0.9
2013-05-04 02:00:00+00:00,0.873
2013-05-04 02:05:00+00:00,0.986
2013-05-04 02:10:00+00:00,0.918
2013-05-04 02:15:00+00:00,0.856
2013-05-04 02:20:00+00:00,0.97
2013-05-04 02:25:00+00:00,0.939
2013-05-04 02:30:00+00:00,0.891
2013-05-04 02:35:00+00:00,0.95
2013-05-04 02:40:00+00:00,0.93
2013-05-04 02:45:00+00:00,0.934
2013-05-04 02:50:00+00:00,0.907
2013-05-04 02:55:00+00:00,0.794
2013-05-04 03:00:00+00:00,0.852
2013-05-04 03:05:00+00:00,0.911
2013-05-04 03:10:00+00:00,0.85
2013-05-04 03:15:00+00:00,0.842
2013-05-04 03:20:00+00:00,0.798
2013-05-04 03:25:00+00:00,0.923
2013-05-04 03:30:00+00:00,0.586
2013-05-04 03:35:00+00:00,0.326
2013-05-04 03:40:00+00:00,0.275
2013-05-04 03:45:00+00:00,0.232317
2013-05-04 03:50:00+00:00,0.906
2013-05-04 03:55:00+00:00,0.899
2013-05-04 04:00:00+00:00,0.896
2013-05-04 04:05:00+00:00,0.901
2013-05-04 04:10:00+00:00,0.906
2013-05-04 04:15:00+00:00,0.849
2013-05-04 04:20:00+00:00,0.875
2013-05-04 04:25:00+00:00,0.867
2013-05-04 04:30:00+00:00,0.816
2013-05-04 04:35:00+00:00,0.835
2013-05-04 04:40:00+00:00,0.851
2013-05-04 04:45:00+00:00,0.878
2013-05-04 04:50:00+00:00,0.909
2013-05-04 04:55:00+00:00,0.938
2013-05-04 05:00:00+00:00,0.836
2013-05-04 05:05:00+00:00,0.769
2013-05-04 05:10:00+00:00,0.827
2013-05-04 05:15:00+00:00,0.895
2013-05-04 05:20:00+00:00,0.781
2013-05-04 05:25:00+00:00,0.815
2013-05-04 05:30:00+00:00,0.864
2013-05-04 05:35:00+00:00,0.687
2013-05-04 05:40:00+00:00,0.34
2013-05-04 05:45:00+00:00,0.333
2013-05-04 05:50:00+00:00,0.291
2013-05-04 05:55:00+00:00,0.891
2013-05-04 06:00:00+00:00,0.931
2013-05-04 06:05:00+00:00,0.879
2013-05-04 06:10:00+00:00,0.904
2013-05-04 06:15:00+00:00,0.917
2013-05-04 06:20:00+00:00,0.944
2013-05-04 06:25:00+00:00,0.881
2013-05-04 06:30:00+00:00,0.853
2013-05-04 06:35:00+00:00,0.786
2013-05-04 06:40:00+00:00,0.819
2013-05-04 06:45:00+00:00,0.827
2013-05-04 06:50:00+00:00,0.917
2013-05-04 06:55:00+00:00,0.787
2013-05-04 07:00:00+00:00,0.805
2013-05-04 07:05:00+00:00,0.778
2013-05-04 07:10:00+00:00,0.84
2013-05-04 07:15:00+00:00,0.815
2013-05-04 07:20:00+00:00,0.859
2013-05-04 07:25:00+00:00,0.871
2013-05-04 07:30:00+00:00,0.849
2013-05-04 07:35:00+00:00,0.963
2013-05-04 07:40:00+00:00,0.86
2013-05-04 07:45:00+00:00,0.884
2013-05-04 07:50:00+00:00,0.89
2013-05-04 07:55:00+00:00,0.924
2013-05-04 08:00:00+00:00,0.997
2013-05-04 08:05:00+00:00,0.975
2013-05-04 08:10:00+00:00,1.001
2013-05-04 08:15:00+00:00,0.878
2013-05-04 08:20:00+00:00,0.919
2013-05-04 08:25:00+00:00,0.924
2013-05-04 08:30:00+00:00,1.037
2013-05-04 08:35:00+00:00,0.955
2013-05-04 08:40:00+00:00,1.02
2013-05-04 08:45:00+00:00,1.06
2013-05-04 08:50:00+00:00,0.99
2013-05-04 08:55:00+00:00,0.949
2013-05-04 09:00:00+00:00,1.052
2013-05-04 09:05:00+00:00,1.042
2013-05-04 09:10:00+00:00,1.033
2013-05-04 09:15:00+00:00,1.052
2013-05-04 09:20:00+00:00,1.11
2013-05-04 09:25:00+00:00,1.126
2013-05-04 09:30:00+00:00,1.095
2013-05-04 09:35:00+00:00,1.09
2013-05-04 09:40:00+00:00,1.046
2013-05-04 09:45:00+00:00,1.062
2013-05-04 09:50:00+00:00,1.088
2013-05-04 09:55:00+00:00,1.056
2013-05-04 10:00:00+00:00,1.054
2013-05-04 10:05:00+00:00,1.08
2013-05-04 10:10:00+00:00,1.156
2013-05-04 10:15:00+00:00,1.017
2013-05-04 10:20:00+00:00,1.08
2013-05-04 10:25:00+00:00,1.025
2013-05-04 10:30:00+00:00,1.025
2013-05-04 10:35:00+00:00,1.074
2013-05-04 10:40:00+00:00,1.129
2013-05-04 10:45:00+00:00,1.125
2013-05-04 10:50:00+00:00,1.105
2013-05-04 10:55:00+00:00,1.13
2013-05-04 11:00:00+00:00,1.095
2013-05-04 11:05:00+00:00,1.122
2013-05-04 11:10:00+00:00,1.129
2013-05-04 11:15:00+00:00,1.052
2013-05-04 11:20:00+00:00,1.209
2013-05-04 11:25:00+00:00,1.182
2013-05-04 11:30:00+00:00,1.086
2013-05-04 11:35:00+00:00,1.263
2013-05-04 11:40:00+00:00,1.153
2013-05-04 11:45:00+00:00,1.152
2013-05-04 11:50:00+00:00,1.178
2013-05-04 11:55:00+00:00,1.109
2013-05-04 12:00:00+00:00,1.036
2013-05-04 12:05:00+00:00,1.061
2013-05-04 12:10:00+00:00,1.056
2013-05-04 12:15:00+00:00,1.036
2013-05-04 12:20:00+00:00,1.057
2013-05-04 12:25:00+00:00,1.064
2013-05-04 12:30:00+00:00,1.021
2013-05-04 12:35:00+00:00,1.131
2013-05-04 12:40:00+00:00,1.138
2013-05-04 12:45:00+00:00,1.055
2013-05-04 12:50:00+00:00,1.113
2013-05-04 12:55:00+00:00,1.163
2013-05-04 13:00:00+00:00,1.071
2013-05-04 13:05:00+00:00,1.044
2013-05-04 13:10:00+00:00,1.033
2013-05-04 13:15:00+00:00,1.026
2013-05-04 13:20:00+00:00,0.955
2013-05-04 13:25:00+00:00,0.969
2013-05-04 13:30:00+00:00,1.06
2013-05-04 13:35:00+00:00,0.967
2013-05-04 13:40:00+00:00,0.996
2013-05-04 13:45:00+00:00,1.017
2013-05-04 13:50:00+00:00,1.037
2013-05-04 13:55:00+00:00,0.964
2013-05-04 14:00:00+00:00,1.036
2013-05-04 14:05:00+00:00,1.105
2013-05-04 14:10:00+00:00,1.036
2013-05-04 14:15:00+00:00,1.075
2013-05-04 14:20:00+00:00,1.021
2013-05-04 14:25:00+00:00,1.03
2013-05-04 14:30:00+00:00,1.097
2013-05-04 14:35:00+00:00,1.093
2013-05-04 14:40:00+00:00,1.123
2013-05-04 14:45:00+00:00,1.051
2013-05-04 14:50:00+00:00,1.098
2013-05-04 14:55:00+00:00,1.064
2013-05-04 15:00:00+00:00,1.08
2013-05-04 15:05:00+00:00,1.024
2013-05-04 15:10:00+00:00,0.99
2013-05-04 15:15:00+00:00,1.029
2013-05-04 15:20:00+00:00,1.073
2013-05-04 15:25:00+00:00,1.036
2013-05-04 15:30:00+00:00,1.079
2013-05-04 15:35:00+00:00,1.048
2013-05-04 15:40:00+00:00,1.03
2013-05-04 15:45:00+00:00,1.057
2013-05-04 15:50:00+00:00,1.008
2013-05-04 15:55:00+00:00,1.065
2013-05-04 16:00:00+00:00,1.029
2013-05-04 16:05:00+00:00,0.987
2013-05-04 16:10:00+00:00,1.043
2013-05-04 16:15:00+00:00,0.983
2013-05-04 16:20:00+00:00,0.963
2013-05-04 16:25:00+00:00,1.039
2013-05-04 16:30:00+00:00,1.062
2013-05-04 16:35:00+00:00,1.058
2013-05-04 16:40:00+00:00,1.089
2013-05-04 16:45:00+00:00,1.01
2013-05-04 16:50:00+00:00,1.028
2013-05-04 16:55:00+00:00,1.024
2013-05-04 17:00:00+00:00,1.015
2013-05-04 17:05:00+00:00,1.05
2013-05-04 17:10:00+00:00,1.028
2013-05-04 17:15:00+00:00,1.041
2013-05-04 17:20:00+00:00,0.979
2013-05-04 17:25:00+00:00,0.978
2013-05-04 17:30:00+00:00,1.006
2013-05-04 17:35:00+00:00,1.017
2013-05-04 17:40:00+00:00,0.981
2013-05-04 17:45:00+00:00,1.108
2013-05-04 17:50:00+00:00,0.967
2013-05-04 17:55:00+00:00,1.061
2013-05-04 18:00:00+00:00,1.016
2013-05-04 18:05:00+00:00,1.024
2013-05-04 18:10:00+00:00,1.07
2013-05-04 18:15:00+00:00,1.096
2013-05-04 18:20:00+00:00,1.006
2013-05-04 18:25:00+00:00,1.036
2013-05-04 18:30:00+00:00,1.034
2013-05-04 18:35:00+00:00,1.073
2013-05-04 18:40:00+00:00,0.972
2013-05-04 18:45:00+00:00,1.046
2013-05-04 18:50:00+00:00,1.059
2013-05-04 18:55:00+00:00,1.093
2013-05-04 19:00:00+00:00,1.056
2013-05-04 19:05:00+00:00,1.067
2013-05-04 19:10:00+00:00,1.18
2013-05-04 19:15:00+00:00,1.041
2013-05-04 19:20:00+00:00,1.007
2013-05-04 19:25:00+00:00,1.067
2013-05-04 19:30:00+00:00,1.04
2013-05-04 19:35:00+00:00,1.012
2013-05-04 19:40:00+00:00,0.991
2013-05-04 19:45:00+00:00,1.054
2013-05-04 19:50:00+00:00,1.068
2013-05-04 19:55:00+00:00,1.083
2013-05-04 20:00:00+00:00,1.035
2013-05-04 20:05:00+00:00,1.043
2013-05-04 20:10:00+00:00,1.034
2013-05-04 20:15:00+00:00,0.974
2013-05-04 20:20:00+00:00,1.0
2013-05-04 20:25:00+00:00,1.051
2013-05-04 20:30:00+00:00,1.081
2013-05-04 20:35:00+00:00,1.048
2013-05-04 20:40:00+00:00,1.035
2013-05-04 20:45:00+00:00,1.082
2013-05-04 20:50:00+00:00,0.982
2013-05-04 20:55:00+00:00,0.967
2013-05-04 21:00:00+00:00,1.024
2013-05-04 21:05:00+00:00,1.053
2013-05-04 21:10:00+00:00,1.065
2013-05-04 21:15:00+00:00,1.071
2013-05-04 21:20:00+00:00,1.062
2013-05-04 21:25:00+00:00,1.063
2013-05-04 21:30:00+00:00,1.043
2013-05-04 21:35:00+00:00,0.997
2013-05-04 21:40:00+00:00,1.054
2013-05-04 21:45:00+00:00,1.013
2013-05-04 21:50:00+00:00,1.024
2013-05-04 21:55:00+00:00,0.997
2013-05-04 22:00:00+00:00,1.009
2013-05-04 22:05:00+00:00,0.978
2013-05-04 22:10:00+00:00,1.01
2013-05-04 22:15:00+00:00,1.014
2013-05-04 22:20:00+00:00,1.081
2013-05-04 22:25:00+00:00,1.077
2013-05-04 22:30:00+00:00,1.057
2013-05-04 22:35:00+00:00,1.057
2013-05-04 22:40:00+00:00,1.056
2013-05-04 22:45:00+00:00,1.098
2013-05-04 22:50:00+00:00,1.014
2013-05-04 22:55:00+00:00,0.968
2013-05-04 23:00:00+00:00,0.985
2013-05-04 23:05:00+00:00,0.927
2013-05-04 23:10:00+00:00,1.0
2013-05-04 23:15:00+00:00,1.062
2013-05-04 23:20:00+00:00,0.966
2013-05-04 23:25:00+00:00,0.997
2013-05-04 23:30:00+00:00,1.02
2013-05-04 23:35:00+00:00,1.036
2013-05-04 23:40:00+00:00,1.098
2013-05-04 23:45:00+00:00,1.044
2013-05-04 23:50:00+00:00,1.039
2013-05-04 23:55:00+00:00,0.966
2013-05-05 00:00:00+00:00,0.971
2013-05-05 00:05:00+00:00,0.992
2013-05-05 00:10:00+00:00,0.972
2013-05-05 00:15:00+00:00,0.976
2013-05-05 00:20:00+00:00,0.941
2013-05-05 00:25:00+00:00,0.966
2013-05-05 00:30:00+00:00,1.022
2013-05-05 00:35:00+00:00,1.019
2013-05-05 00:40:00+00:00,0.952
2013-05-05 00:45:00+00:00,0.962
2013-05-05 00:50:00+00:00,0.984
2013-05-05 00:55:00+00:00,0.992
2013-05-05 01:00:00+00:00,0.97
2013-05-05 01:05:00+00:00,1.004
2013-05-05 01:10:00+00:00,0.999
2013-05-05 01:15:00+00:00,0.965
2013-05-05 01:20:00+00:00,1.015
2013-05-05 01:25:00+00:00,0.805
2013-05-05 01:30:00+00:00,0.94
2013-05-05 01:35:00+00:00,0.977
2013-05-05 01:40:00+00:00,0.948
2013-05-05 01:45:00+00:00,0.929
2013-05-05 01:50:00+00:00,0.862
2013-05-05 01:55:00+00:00,0.935
2013-05-05 02:00:00+00:00,0.896
2013-05-05 02:05:00+00:00,0.918
2013-05-05 02:10:00+00:00,0.882
2013-05-05 02:15:00+00:00,0.876
2013-05-05 02:20:00+00:00,0.88
2013-05-05 02:25:00+00:00,0.895
2013-05-05 02:30:00+00:00,0.898
2013-05-05 02:35:00+00:00,0.87
2013-05-05 02:40:00+00:00,0.863
2013-05-05 02:45:00+00:00,0.952
2013-05-05 02:50:00+00:00,0.857
2013-05-05 02:55:00+00:00,0.791
2013-05-05 03:00:00+00:00,0.877
2013-05-05 03:05:00+00:00,0.937
2013-05-05 03:10:00+00:00,0.916836
2013-05-05 03:15:00+00:00,0.849
2013-05-05 03:20:00+00:00,0.866
2013-05-05 03:25:00+00:00,0.875
2013-05-05 03:30:00+00:00,0.826
2013-05-05 03:35:00+00:00,0.836
2013-05-05 03:40:00+00:00,0.809
2013-05-05 03:45:00+00:00,0.78
2013-05-05 03:50:00+00:00,0.828
2013-05-05 03:55:00+00:00,0.819
2013-05-05 04:00:00+00:00,0.829
2013-05-05 04:05:00+00:00,0.859
2013-05-05 04:10:00+00:00,0.852
2013-05-05 04:15:00+00:00,0.868
2013-05-05 04:20:00+00:00,0.838
2013-05-05 04:25:00+00:00,0.862
2013-05-05 04:30:00+00:00,0.474
2013-05-05 04:35:00+00:00,0.388
2013-05-05 04:40:00+00:00,0.392
2013-05-05 04:45:00+00:00,0.39
2013-05-05 04:50:00+00:00,0.954
2013-05-05 04:55:00+00:00,0.949
2013-05-05 05:00:00+00:00,0.861
2013-05-05 05:05:00+00:00,0.94
2013-05-05 05:10:00+00:00,0.829
2013-05-05 05:15:00+00:00,0.794
2013-05-05 05:20:00+00:00,0.816
2013-05-05 05:25:00+00:00,0.784
2013-05-05 05:30:00+00:00,0.837
2013-05-05 05:35:00+00:00,0.828
2013-05-05 05:40:00+00:00,0.887
2013-05-05 05:45:00+00:00,0.915
2013-05-05 05:50:00+00:00,0.867
2013-05-05 05:55:00+00:00,0.844
2013-05-05 06:00:00+00:00,0.844
2013-05-05 06:05:00+00:00,0.834
2013-05-05 06:10:00+00:00,0.822
2013-05-05 06:15:00+00:00,0.819
2013-05-05 06:20:00+00:00,0.839
2013-05-05 06:25:00+00:00,0.907
2013-05-05 06:30:00+00:00,0.891
2013-05-05 06:35:00+00:00,0.87
2013-05-05 06:40:00+00:00,0.891
2013-05-05 06:45:00+00:00,0.916
2013-05-05 06:50:00+00:00,0.887
2013-05-05 06:55:00+00:00,0.873
2013-05-05 07:00:00+00:00,0.876
2013-05-05 07:05:00+00:00,0.906
2013-05-05 07:10:00+00:00,0.861
2013-05-05 07:15:00+00:00,0.78
2013-05-05 07:20:00+00:00,0.8
2013-05-05 07:25:00+00:00,0.762
2013-05-05 07:30:00+00:00,0.759
2013-05-05 07:35:00+00:00,0.797
2013-05-05 07:40:00+00:00,0.779
2013-05-05 07:45:00+00:00,0.87
2013-05-05 07:50:00+00:00,0.886
2013-05-05 07:55:00+00:00,0.848
2013-05-05 08:00:00+00:00,0.883
2013-05-05 08:05:00+00:00,0.918
2013-05-05 08:10:00+00:00,0.948
2013-05-05 08:15:00+00:00,0.933
2013-05-05 08:20:00+00:00,0.842
2013-05-05 08:25:00+00:00,0.938
2013-05-05 08:30:00+00:00,0.963
2013-05-05 08:35:00+00:00,0.982
2013-05-05 08:40:00+00:00,0.952
2013-05-05 08:45:00+00:00,1.001
2013-05-05 08:50:00+00:00,1.043
2013-05-05 08:55:00+00:00,1.071
2013-05-05 09:00:00+00:00,1.004
2013-05-05 09:05:00+00:00,1.001
2013-05-05 09:10:00+00:00,0.922
2013-05-05 09:15:00+00:00,0.95
2013-05-05 09:20:00+00:00,0.972
2013-05-05 09:25:00+00:00,1.035
2013-05-05 09:30:00+00:00,1.106
2013-05-05 09:35:00+00:00,1.026
2013-05-05 09:40:00+00:00,0.996
2013-05-05 09:45:00+00:00,0.996
2013-05-05 09:50:00+00:00,0.987
2013-05-05 09:55:00+00:00,1.031
2013-05-05 10:00:00+00:00,1.058
2013-05-05 10:05:00+00:00,1.053
2013-05-05 10:10:00+00:00,1.032
2013-05-05 10:15:00+00:00,1.146
2013-05-05 10:20:00+00:00,1.041
2013-05-05 10:25:00+00:00,1.031
2013-05-05 10:30:00+00:00,1.06
2013-05-05 10:35:00+00:00,1.07
2013-05-05 10:40:00+00:00,1.094
2013-05-05 10:45:00+00:00,1.097
2013-05-05 10:50:00+00:00,0.955
2013-05-05 10:55:00+00:00,1.038
2013-05-05 11:00:00+00:00,1.193
2013-05-05 11:05:00+00:00,1.242
2013-05-05 11:10:00+00:00,1.263
2013-05-05 11:15:00+00:00,1.293
2013-05-05 11:20:00+00:00,1.258
2013-05-05 11:25:00+00:00,1.203
2013-05-05 11:30:00+00:00,1.148
2013-05-05 11:35:00+00:00,1.183
2013-05-05 11:40:00+00:00,1.108
2013-05-05 11:45:00+00:00,1.085
2013-05-05 11:50:00+00:00,1.124
2013-05-05 11:55:00+00:00,1.039
2013-05-05 12:00:00+00:00,1.111
2013-05-05 12:05:00+00:00,1.259
2013-05-05 12:10:00+00:00,1.224
2013-05-05 12:15:00+00:00,1.148
2013-05-05 12:20:00+00:00,1.231
2013-05-05 12:25:00+00:00,1.195
2013-05-05 12:30:00+00:00,1.124
2013-05-05 12:35:00+00:00,1.09
2013-05-05 12:40:00+00:00,1.084
2013-05-05 12:45:00+00:00,1.077
2013-05-05 12:50:00+00:00,1.079
2013-05-05 12:55:00+00:00,1.094
2013-05-05 13:00:00+00:00,1.076
2013-05-05 13:05:00+00:00,1.063
2013-05-05 13:10:00+00:00,1.05
2013-05-05 13:15:00+00:00,1.144
2013-05-05 13:20:00+00:00,1.142
2013-05-05 13:25:00+00:00,1.141
2013-05-05 13:30:00+00:00,1.124
2013-05-05 13:35:00+00:00,1.106
2013-05-05 13:40:00+00:00,1.102
2013-05-05 13:45:00+00:00,1.081
2013-05-05 13:50:00+00:00,1.047
2013-05-05 13:55:00+00:00,1.068
2013-05-05 14:00:00+00:00,1.059
2013-05-05 14:05:00+00:00,1.063
2013-05-05 14:10:00+00:00,1.157
2013-05-05 14:15:00+00:00,1.075
2013-05-05 14:20:00+00:00,1.084
2013-05-05 14:25:00+00:00,1.054
2013-05-05 14:30:00+00:00,1.027
2013-05-05 14:35:00+00:00,1.056
2013-05-05 14:40:00+00:00,1.05
2013-05-05 14:45:00+00:00,1.074
2013-05-05 14:50:00+00:00,1.049
2013-05-05 14:55:00+00:00,1.02
2013-05-05 15:00:00+00:00,1.076
2013-05-05 15:05:00+00:00,1.072
2013-05-05 15:10:00+00:00,0.949
2013-05-05 15:15:00+00:00,1.02
2013-05-05 15:20:00+00:00,1.063
2013-05-05 15:25:00+00:00,1.056
2013-05-05 15:30:00+00:00,1.007
2013-05-05 15:35:00+00:00,1.086
2013-05-05 15:40:00+00:00,1.042
2013-05-05 15:45:00+00:00,0.993
2013-05-05 15:50:00+00:00,1.027
2013-05-05 15:55:00+00:00,1.002
2013-05-05 16:00:00+00:00,1.034
2013-05-05 16:05:00+00:00,1.056
2013-05-05 16:10:00+00:00,0.946
2013-05-05 16:15:00+00:00,1.11
2013-05-05 16:20:00+00:00,1.126
2013-05-05 16:25:00+00:00,1.046
2013-05-05 16:30:00+00:00,1.069
2013-05-05 16:35:00+00:00,1.043
2013-05-05 16:40:00+00:00,1.063
2013-05-05 16:45:00+00:00,1.077
2013-05-05 16:50:00+00:00,0.978
2013-05-05 16:55:00+00:00,0.986
2013-05-05 17:00:00+00:00,1.029
2013-05-05 17:05:00+00:00,1.071
2013-05-05 17:10:00+00:00,1.051
2013-05-05 17:15:00+00:00,0.952
2013-05-05 17:20:00+00:00,1.025
2013-05-05 17:25:00+00:00,1.063
2013-05-05 17:30:00+00:00,1.045
2013-05-05 17:35:00+00:00,1.123
2013-05-05 17:40:00+00:00,1.046
2013-05-05 17:45:00+00:00,1.088
2013-05-05 17:50:00+00:00,0.98
2013-05-05 17:55:00+00:00,1.035
2013-05-05 18:00:00+00:00,0.996
2013-05-05 18:05:00+00:00,1.109
2013-05-05 18:10:00+00:00,0.986
2013-05-05 18:15:00+00:00,0.976
2013-05-05 18:20:00+00:00,1.06
2013-05-05 18:25:00+00:00,1.092
2013-05-05 18:30:00+00:00,1.103
2013-05-05 18:35:00+00:00,1.089
2013-05-05 18:40:00+00:00,1.049
2013-05-05 18:45:00+00:00,1.049
2013-05-05 18:50:00+00:00,1.075
2013-05-05 18:55:00+00:00,1.066
2013-05-05 19:00:00+00:00,1.014
2013-05-05 19:05:00+00:00,1.012
2013-05-05 19:10:00+00:00,1.002
2013-05-05 19:15:00+00:00,0.983
2013-05-05 19:20:00+00:00,1.003
2013-05-05 19:25:00+00:00,1.02
2013-05-05 19:30:00+00:00,1.052
2013-05-05 19:35:00+00:00,0.993
2013-05-05 19:40:00+00:00,0.996
2013-05-05 19:45:00+00:00,1.097
2013-05-05 19:50:00+00:00,1.003
2013-05-05 19:55:00+00:00,1.038
2013-05-05 20:00:00+00:00,1.064
2013-05-05 20:05:00+00:00,1.078
2013-05-05 20:10:00+00:00,1.048
2013-05-05 20:15:00+00:00,1.06
2013-05-05 20:20:00+00:00,1.021
2013-05-05 20:25:00+00:00,1.131
2013-05-05 20:30:00+00:00,1.003
2013-05-05 20:35:00+00:00,1.107
2013-05-05 20:40:00+00:00,1.102
2013-05-05 20:45:00+00:00,1.044
2013-05-05 20:50:00+00:00,1.075
2013-05-05 20:55:00+00:00,1.077
2013-05-05 21:00:00+00:00,1.042
2013-05-05 21:05:00+00:00,1.129
2013-05-05 21:10:00+00:00,1.005
2013-05-05 21:15:00+00:00,1.065
2013-05-05 21:20:00+00:00,1.063
2013-05-05 21:25:00+00:00,1.138
2013-05-05 21:30:00+00:00,1.144
2013-05-05 21:35:00+00:00,1.154
2013-05-05 21:40:00+00:00,1.149
2013-05-05 21:45:00+00:00,1.154
2013-05-05 21:50:00+00:00,1.079
2013-05-05 21:55:00+00:00,1.118
2013-05-05 22:00:00+00:00,1.092
2013-05-05 22:05:00+00:00,1.084
2013-05-05 22:10:00+00:00,1.138
2013-05-05 22:15:00+00:00,1.033
2013-05-05 22:20:00+00:00,1.067
2013-05-05 22:25:00+00:00,1.036
2013-05-05 22:30:00+00:00,1.082
2013-05-05 22:35:00+00:00,1.047
2013-05-05 22:40:00+00:00,1.101
2013-05-05 22:45:00+00:00,1.017
2013-05-05 22:50:00+00:00,1.04
2013-05-05 22:55:00+00:00,1.149
2013-05-05 23:00:00+00:00,1.113
2013-05-05 23:05:00+00:00,0.955
2013-05-05 23:10:00+00:00,0.975
2013-05-05 23:15:00+00:00,0.924
2013-05-05 23:20:00+00:00,1.122
2013-05-05 23:25:00+00:00,1.121
2013-05-05 23:30:00+00:00,1.09
2013-05-05 23:35:00+00:00,1.062
2013-05-05 23:40:00+00:00,1.06
2013-05-05 23:45:00+00:00,1.112
2013-05-05 23:50:00+00:00,0.963
2013-05-05 23:55:00+00:00,0.981
2013-05-06 00:00:00+00:00,1.043
2013-05-06 00:05:00+00:00,1.009
2013-05-06 00:10:00+00:00,0.973
2013-05-06 00:15:00+00:00,1.005
2013-05-06 00:20:00+00:00,1.025
2013-05-06 00:25:00+00:00,1.047
2013-05-06 00:30:00+00:00,0.993
2013-05-06 00:35:00+00:00,1.0
2013-05-06 00:40:00+00:00,1.023
2013-05-06 00:45:00+00:00,1.003
2013-05-06 00:50:00+00:00,0.93
2013-05-06 00:55:00+00:00,0.984
2013-05-06 01:00:00+00:00,0.988
2013-05-06 01:05:00+00:00,1.014
2013-05-06 01:10:00+00:00,1.052
2013-05-06 01:15:00+00:00,1.002
2013-05-06 01:20:00+00:00,0.991
2013-05-06 01:25:00+00:00,0.992
2013-05-06 01:30:00+00:00,0.87
2013-05-06 01:35:00+00:00,0.922
2013-05-06 01:40:00+00:00,0.926
